potentialid,contract_city,contract_state,address,retailer_id,approval_date,expiry_date,cf_pot_nganh_hang,House_number,Street,Ward,District,City,progress,cleaned_street
52011016,hồ chí minh,quận 1,"1/8a nội ô a, gò dầu, gò dầu, tây ninh",200043075,2023-07-26,2024-08-03,77,,,,Huyện Gò Dầu,Tây Ninh,True,
30514139,hồ chí minh,quận 1,"20-15 harimacho1, abeno, osaka",960717,2021-06-24,2022-07-28,63,,,,,,True,
38449902,hồ chí minh,quận 1,tokyo to toshima ky minami otsuka 2-37-12 wadabiru 3f,1258953,2022-03-05,2024-05-29,63,,,,,,True,
43974439,hồ chí minh,quận 1,"b4/21b ấp 2a, vĩnh lộc a,bình chánh- bình tân",1496591,2022-10-13,2024-04-20,65,E5/2A,Đường Vĩnh Lộc,Xã Vĩnh Lộc B,Huyện Bình Chánh,Hồ Chí Minh,True,Đường Vĩnh Lộc
50557294,hồ chí minh,quận 1,"số 43, võ thị sáu, khu phố 6, phường 04, tây ninh, tây ninh",500224054,2023-05-23,2024-05-25,Quán ăn,41,Đường Võ Thị Sáu,Phường 4,Tây Ninh,Tây Ninh,True,Đường Võ Thị Sáu
46346153,hồ chí minh,quận 1,"ấp sơn qui a, tân trung, thị xã gò công, tiền giang",500363626,2023-10-31,2024-10-27,61,,Cầu Sơn Qui,Xã Tân Trung,Thị Xã Gò Công,Tiền Giang,True,Đường Cầu Sơn Qui
23732512,hồ chí minh,quận 1,"1043/3 đường 2/4, phường vạn thạnh, tp. nha trang, tỉnh nha trang",879380,2021-02-25,2023-06-05,77,4,Đường 2 Tháng 4,Phường Vạn Thạnh,Nha Trang,Khánh Hòa,True,Đường 2 Tháng 4
46769368,hồ chí minh,quận 1,"14g tôn thất đạm, nguyễn thái bình, quận 1, tphcm",500096573,2023-01-10,2024-01-25,77,14G,Đường Tôn Thất Đạm,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Tôn Thất Đạm
48751415,hồ chí minh,quận 1,"214 lô d, cc cô giang, cô giang, p.1, hcm",200032288,2023-03-27,2025-06-27,Thẩm mỹ viện & Spa,214,Đường Cô Giang,Phường Cô Giang,Quận 1,Hồ Chí Minh,True,Đường Cô Giang
1442751,hồ chí minh,quận 1,"chung cư 1a 1b nguyễn đình chiểu, p. đa kao, quận 1",179506,,2018-09-12,77,1A5,Chung Cư Nguyễn Đình Chiểu,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Chung Cư Nguyễn Đình Chiểu
47249374,hồ chí minh,quận 1,"9 jong-ro 46-gil, jongno-gu, seoul",500112856,2023-02-06,2025-05-02,65,,,,,,True,
49892892,hồ chí minh,quận 1,lào,200035141,2023-04-27,2024-04-25,Thẩm mỹ viện & Spa,,,,,,True,
56419964,hồ chí minh,quận 1,"59, phó đức chính, p. nguyễn thái bình, quận 1, thành phố hồ chí minh",500394043,2023-11-30,2024-11-24,Cà phê,59,Đường Phó Đức Chính,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Phó Đức Chính
1033205,hồ chí minh,quận 1,dduowng 7b khu đô thị an khánh an phú,150053,,2027-03-20,69,,,,,,True,
38864205,hồ chí minh,quận 1,budapest - hungary,1277158,2022-03-22,2025-09-18,63,,,,Budapest,Budapest,True,
51396174,hồ chí minh,quận 1,"18a nguyễn gia trí, bình thạnh, hồ chí minh",500249210,2023-07-05,2024-06-28,15,18A,Đường Nguyễn Gia Trí,Phường 25,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Nguyễn Gia Trí
53366264,hồ chí minh,quận 1,"52 ngô gia tự, thành phố tây ninh, tây ninh",200044766,2023-08-26,2025-08-19,Nails Mi,52,Đường Ngô Gia Tự,Phường 2,Tây Ninh,Tây Ninh,True,Đường Ngô Gia Tự
50134407,hồ chí minh,quận 1,"127 thoại ngọc hầu, p phú thạnh, tân phú",500212108,2023-05-16,2025-05-25,65,127,Đường Thoại Ngọc Hầu,Phường Phú Thọ Hòa,Quận Tân Phú,Hồ Chí Minh,True,Đường Thoại Ngọc Hầu
12304374,hồ chí minh,quận 1,"16 cách mạng tháng tám, phường bến thành, quận 1, tphcm",692888,2020-06-05,2024-09-12,77,16,Đường Cách Mạng Tháng Tám,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Cách Mạng Tháng Tám
36299547,hồ chí minh,quận 1,"508 lê văn sĩ, p.14, q3, phú nhuận",1166760,2021-11-19,2024-02-25,3949,,,,,,True,
5274130,hồ chí minh,quận 1,"số 2 ngô đức kế, phường bến nghé, quận 1, tp.hcm",494191,2019-07-31,2022-02-01,3949,2,Đường Ngô Đức Kế,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Ngô Đức Kế
39357577,hồ chí minh,quận 1,202 lê lai - phường bến thành - quận 1 - tp. hồ chí minh,1322456,2022-05-05,2024-08-15,3949,202,Đường Lê Lai,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Lê Lai
10982812,hồ chí minh,quận 1,"39 đinh công tráng, tân định, quận 1, hcm",615121,2020-02-25,2024-02-25,3949,39,Đường Đinh Công Tráng,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Đinh Công Tráng
51473360,hồ chí minh,quận 1,"số 7 liên khu 5 - 6, bình hưng hòa b, bình tân, hồ chí minh",500260967,2023-07-04,2025-07-03,65,7,Đường Liên Khu 5-6,Phường Bình Hưng Hòa B,Quận Bình Tân,Hồ Chí Minh,True,Đường Liên Khu 5/6
724066,hồ chí minh,quận 1,"57 trương định, p. bến thành, q1",183841,,2018-10-01,77,57,Đường Trương Định,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Trương Định
196447,hồ chí minh,quận 1,"18bis/18 nguyen thi minh khai, da kao, q1",58042,,2022-09-27,77,18BIS,Đường Nguyễn Thị Minh Khai,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Thị Minh Khai
9606849,hồ chí minh,quận 1,"55 đặng dung, phường tân định, q.1, tphcm",566137,2019-11-05,2025-02-13,73,55,Đường Đặng Dung,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Đặng Dung
1286368,hồ chí minh,quận 1,"234 đề thám, phường phạm ngũ lão, quận 1, tp hcm",180093,,2021-06-25,77,234,Đường Đề Thám,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Đề Thám
40472865,hồ chí minh,quận 1,25/1 tôn thất tùng - phạm ngũ lão - q1 - hcm,1344754,2022-06-02,2024-05-30,3949,25/38/9,Đường Tôn Thất Tùng,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Tôn Thất Tùng
18657345,hồ chí minh,quận 1,"92 bùi thị xuân, phường bến thành, quận 1",826299,2020-12-01,2022-11-27,75,92,Đường Bùi Thị Xuân,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Bùi Thị Xuân
50260117,hồ chí minh,quận 1,"18/1 ấp trung chánh 2, xã trung chánh, huyện hóc môn, thành phố hồ chí minh, việt nam",500215311,2023-05-23,2026-05-26,9,,Ấp Trung Chánh 2,Xã Trung Chánh,Huyện Hóc Môn,Hồ Chí Minh,True,Ấp Trung Chánh 2
47994971,hồ chí minh,quận 1,"tổ 9, khu phố 9, phú trinh, tp. phan thiết, bình thuận",500142979,2023-02-28,2024-02-28,Trà sữa/Cà phê/Đồ uống,9A,Đường Phan Chu Trinh,Phường Đức Thắng,Phan Thiết,Bình Thuận,True,Đường Phan Chu Trinh
50335752,hồ chí minh,quận 1,"ấp đào viên, viên bình, trần đề, sóc trăng",500216677,2023-05-26,2024-05-22,71,,Cầu Viên Bình,Xã Viên Bình,Huyện Trần Đề,Sóc Trăng,True,Đường Cầu Viên Bình
289523,hồ chí minh,quận 1,41 nguyễn thị minh khai,79844,,2026-08-20,63,41,Đường Nguyễn Thị Minh Khai,Phường Cẩm Phô,Hội An,Quảng Nam,True,Đường Nguyễn Thị Minh Khai
130376,hồ chí minh,quận 1,"bb21, nguyễn giản thanh, p15, q10",42847,,2017-05-27,3949,Q1,Đường Nguyễn Giản Thanh,Phường 15,Quận 10,Hồ Chí Minh,True,Đường Nguyễn Giản Thanh
39605578,hồ chí minh,quận 1,"tổ 19, phường 2, thọ xuân, bảo lộc, lâm đồng",500348993,2023-10-18,2024-10-30,Quán ăn,18,Đường Bùi Thị Xuân,Phường 1,Bảo Lộc,Lâm Đồng,True,Đường Bùi Thị Xuân
1675427,hồ chí minh,quận 1,"lầu 1 toà hoa lâm, số 2 thi sách, p.bến nghé, q.1, tp.hcm",196260,,2022-02-26,77,2,Đường Thi Sách,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Thi Sách
50906104,hồ chí minh,quận 1,"385e nguyễn trãi, nguyễn cư trinh, quận 1, thành phố hồ chí minh, việt nam.",500308689,2023-08-26,2024-09-22,Bida,385E,Đường Nguyễn Trãi,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Trãi
2599806,hồ chí minh,quận 1,"146 nguyễn văn cừ, phường nguyễn cư trinh, quận 1, tp. hồ chí minh",258764,2020-05-25,2022-08-25,65,146,Nguyễn Văn Cừ,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Văn Cừ
43899234,hồ chí minh,quận 1,"34 trịnh văn cấn, phường cầu ông lãnh, quận 1, tp hcm",1493863,2022-10-14,2025-01-15,77,38,Đường Trịnh Văn Cấn,Phường Cầu Ông Lãnh,Quận 1,Hồ Chí Minh,True,Đường Trịnh Văn Cấn
5070676,hồ chí minh,quận 1,391 atk 40/31 - trần hưng đạo - phường cầu kho - quận 1,366829,2018-12-31,2020-11-02,In ấn quảng cáo,40/31,Hẻm 391 Trần Hưng Đạo,Phường Cầu Kho,Quận 1,Hồ Chí Minh,True,Đường Trần Hưng Đạo
46320850,hồ chí minh,quận 1,"84 hồ tùng mậu, p. bến nghé, quận 1, hcm",500067208,2022-12-22,2025-09-09,3949,84,Đường Hồ Tùng Mậu,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Hồ Tùng Mậu
201121,hồ chí minh,quận 1,quận 1,60184,,2017-07-01,3949,,,,Quận 1,Hồ Chí Minh,True,
6479159,hồ chí minh,quận 1,"153 nguyễn thái bình, phường nguyễn thái bình, quận 1, thành phố hồ chí minh",435653,2019-04-22,2020-04-20,77,153,Đường Nguyễn Thái Bình,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Thái Bình
5301499,hồ chí minh,quận 1,"355 trần hưng đạo, phường cầu kho, quận 1, hcm.",375726,2018-12-31,2025-01-15,3472,355,Đường Trần Hưng Đạo,Phường Cầu Kho,Quận 1,Hồ Chí Minh,True,Đường Trần Hưng Đạo
2938555,hồ chí minh,quận 1,"167 nguyễn thị minh khai,phường phạm ngũ lão, quận 1, thành phố hồ chí minh",270517,2018-04-26,2024-10-24,63,167,Đường Nguyễn Thị Minh Khai,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Thị Minh Khai
105733,hồ chí minh,quận 1,"34 bis trần khánh dư, phường tân định, quận 1",35855,,2017-09-01,77,34,Hẻm 34 Đường Trần Khánh Dư,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Trần Khánh Dư
48188135,hồ chí minh,quận 1,"c9/2b ấp 3, xã vĩnh lộc, huyện bình chánh, tp hồ chí minh",500147412,2023-03-13,2024-05-25,73,3,Đường Vĩnh Lộc,Xã Vĩnh Lộc A,Huyện Bình Chánh,Hồ Chí Minh,True,Đường Vĩnh Lộc
126233,hồ chí minh,quận 1,"59 điện biên phủ, phường đa kao, quận 1, tp.hcm",4291,,2023-05-24,65,59,Đường Điện Biên Phủ,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Điện Biên Phủ
907494,hồ chí minh,quận 1,"phòng 606 tòa nhà indochina park số 4 nguyễn đình chiểu, phường đakao, quận 1, tp. hcm",140288,,2027-02-12,61,6,Đường Nguyễn Đình Chiểu,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Đình Chiểu
13724069,hồ chí minh,quận 1,"quận 1, tp.hcm",734922,2020-07-25,2021-07-25,77,86,Đường Lê Thánh Tôn,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Lê Thánh Tôn
10588074,hồ chí minh,quận 1,"bt xanh chung cư sunview gò dưa, p.tầm bình, thủ đức",609332,2020-12-02,2022-02-15,61,18,Đường Gò Dưa,Phường Tam Bình,Thủ Đức,Hồ Chí Minh,True,Đường Gò Dưa
10016735,hồ chí minh,quận 1,13 tôn thất thiệp phường bến nghé quận 1,742612,2020-08-11,2022-11-02,77,13,Đường Tôn Thất Thiệp,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Tôn Thất Thiệp
54481189,hồ chí minh,quận 1,128 đường 3/2 -phú thạnh- tuy hòa- phú yên,500338948,2023-09-30,2026-06-30,Cà phê,3,Đường BH2,Phường Phú Thạnh,Tuy Hòa,Phú Yên,True,Đường BH2
35175269,hồ chí minh,quận 1,"42 tôn thất thiệp, quận 1, tp. hcm",1137794,2021-11-10,2024-11-12,77,42,Đường Tôn Thất Thiệp,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Tôn Thất Thiệp
56959161,hồ chí minh,quận 1,"ấp 4, thị trấn gành hào, đông hải, bạc liêu",500398079,2023-11-30,2024-11-30,9,,,Thị Trấn Gành Hào,Huyện Đông Hải,Bạc Liêu,True,
3180976,hồ chí minh,quận 1,"65 sương nguyệt ánh, phường bến thành , quận 1, thành phố hồ chí minh.",282121,2018-05-31,2019-12-10,19,65,Đường Sương Nguyệt Anh,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Sương Nguyệt Anh
35654747,hồ chí minh,quận 1,"97 hoàng sa, phường đa kao, quận 1, thành phố hồ chí minh",1144915,2021-10-25,2024-10-20,77,97,Đường Hoàng Sa,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Hoàng Sa
15048091,hồ chí minh,quận 1,25/60/19 nguyễn hữu cảnh - thắng nhất – thành phố vũng tàu,757323,2020-09-01,2021-08-31,77,,Hẻm 25 Nguyễn Hữu Cảnh,Phường Thắng Nhất,Vũng Tàu,Bà Rịa-Vũng Tàu,True,Đường Nguyễn Hữu Cảnh
48650973,hồ chí minh,quận 1,nước lào,500164526,2023-03-25,2024-04-04,Trà sữa/Cà phê/Đồ uống,,,,,,True,
1722236,hồ chí minh,quận 1,"122 bùi viên,  phạm ngũ lão, quận 1, hcm",204929,,2027-09-06,3949,122,Đường Bùi Viện,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Bùi Viện
13883640,hồ chí minh,quận 1,"tổ 2, ấp 4 thạnh lợi, tháp mười, đồng tháp",500320198,2023-09-10,2024-09-20,61,,,Xã Thạnh Lợi,Huyện Tháp Mười,Đồng Tháp,True,
48298746,hồ chí minh,quận 1,"25 nguyễn bỉnh khiêm, bến nghé, quận 1, thành phố hồ chí minh (vào trung tâm hồ bơi 20m)",200030758,2023-03-10,2024-03-08,Thẩm mỹ viện & Spa,25,Đường Nguyễn Bỉnh Khiêm,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Bỉnh Khiêm
53392623,hồ chí minh,quận 1,"99/1b dốc mơ 1, gia tân 1, thống nhất, đồng nai",500366678,2023-10-31,2024-10-27,Trà sữa/Đồ uống,,,Xã Gia Tân 1,Huyện Thống Nhất,Đồng Nai,True,
19591347,hồ chí minh,quận 1,"362-0014 saitama ken, ageo shi, honcho 2 chome 7-5-12",838560,2020-12-17,2025-04-14,3949,,,,上尾市,,True,
9179832,hồ chí minh,quận 1,"osaka,japan.",553461,2019-10-18,2024-04-17,63,,,,,,True,
15008741,hồ chí minh,quận 1,"111b, trường sa, phường đa kao, quận 1, tphcm.",762649,2020-09-05,2021-09-04,3949,453/111KA,Đường Trường Sa,Phường 12,Quận 3,Hồ Chí Minh,True,Đường Trường Sa
8516323,hồ chí minh,quận 1,6 bis tôn đức thắng phường bến nghé quận 1 thành phố hồ chí minh,521848,2020-04-25,2021-04-25,69,6,Đường Tôn Đức Thắng,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Tôn Đức Thắng
13428785,hồ chí minh,quận 1,"393a trần hưng đạo, cầu kho, quận 1, hcm (căn đầu hẻm 391)",705124,2020-06-18,2024-05-14,15,393A,Hẻm 391 Trần Hưng Đạo,Phường Cầu Kho,Quận 1,Hồ Chí Minh,True,Đường Trần Hưng Đạo
1359148,hồ chí minh,quận 1,"60 lm lê thị riêng, p.bến thành, q1",162231,,2021-01-05,77,60,Hẻm 60 Lê Thị Riêng,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Lê Thị Riêng
617152,hồ chí minh,quận 1,"11 trương quyền, q1",125384,,2020-12-01,77,11,Đường Trương Quyền,Phường 1,Tây Ninh,Tây Ninh,True,Đường Trương Quyền
47640483,hồ chí minh,quận 1,"162 cao lỗ, phường 4, quận 8, thành phố hồ chí minh, việt nam",500128110,2023-02-17,2025-05-28,71,162,Đường Cao Lỗ,Phường 4,Quận 8,Hồ Chí Minh,True,Đường Cao Lỗ
49852789,hồ chí minh,quận 1,"lầu 5, tòa nhà vov, số 7 nguyễn thị minh khai, phường bến nghé, quận 1, thành phố hồ chí minh, việt nam",500203296,2023-04-28,2024-06-26,63,5,Hẻm 7 Nguyễn Thị Minh Khai,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Thị Minh Khai
54016747,hồ chí minh,quận 1,231 lý tự trọng - phường bến thành - quận 1 - thành phố hồ chí minh - việt nam,890213,2023-09-14,2024-09-12,Thiết bị y tế,231,Đường Lý Tự Trọng,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Lý Tự Trọng
46266305,hồ chí minh,quận 1,"18 đường 8, khu phố 4, phường hiệp bình phước, tp thủ đức, tphcm",500078318,2022-12-20,2024-12-18,61,18,Đường 4,Phường Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh,True,Đường 4
9828409,hồ chí minh,quận 1,"phòng 4e lầu 1, 42 tôn thất thiệp, quận 1, hồ chí minh",600222,2019-12-27,2021-03-26,77,42,Đường Tôn Thất Thiệp,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Tôn Thất Thiệp
44241970,hồ chí minh,quận 1,"lầu 3, 39/10 mạc thị bưởi, bến nghé, quận 1, hcm",500254908,2023-06-26,2024-07-05,73,39/10,Hẻm 39 Mạc Thị Bưởi,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Mạc Thị Bưởi
55865452,hồ chí minh,quận 1,"min phnom penh , cambodia",500379955,2023-11-21,2024-11-15,In ấn quảng cáo,,,,ភ្នំពេញ,ភ្នំពេញ,True,
7377657,hồ chí minh,quận 1,"29a/12 nguyễn đình chiểu, phường đa kao, quận 1, hồ chí minh",474713,2019-06-24,2021-06-23,11957,,Hẻm 29A Nguyễn Đình Chiểu,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Đình Chiểu
627867,hồ chí minh,quận 1,fdbv,117070,,2018-02-11,3949,,FDB11,,Friedberg,Aichach-Friedberg,True,Đường FDB11
45693473,hồ chí minh,quận 1,"nghĩa phát, phường 6, quận tân bình, hồ chí minh",200024277,2022-11-30,2023-11-30,63922,,Đường Nghĩa Phát,Phường 6,Quận Tân Bình,Hồ Chí Minh,True,Đường Nghĩa Phát
53418449,hồ chí minh,quận 1,"nguyễn văn linh, an phú, bình chánh, hcm",500309573,2023-08-26,2024-10-24,69,,Đường Nguyễn Văn Linh,Xã An Phú Tây,Huyện Bình Chánh,Hồ Chí Minh,True,Đường Nguyễn Văn Linh
7265443,hồ chí minh,quận 1,"57 nguyễn hữu cầu, phường tân định, quận 1, tp.hcm",468926,2019-07-03,2020-07-02,77,57,Đường Nguyễn Hữu Cầu,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Hữu Cầu
505879,hồ chí minh,quận 1,"lầu trệt, 24 đặng thị nhu, quận 1",105955,2018-02-05,2022-12-01,77,24,Đường Đặng Thị Nhu,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Đặng Thị Nhu
26815601,hồ chí minh,quận 1,"218b nguyễn cư trinh, phường nguyễn cư trinh, tphcm",913881,2021-04-12,2024-07-06,15,218,Đường Nguyễn Cư Trinh,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Cư Trinh
40254241,hồ chí minh,quận 1,"khu phố lộc thanh, phường lộc hưng thị xã trảng bàng tp tây ninh",1352419,2022-06-15,2023-06-09,19,,,Phường Lộc Hưng,Thị Xã Trảng Bàng,Tây Ninh,True,
47518692,hồ chí minh,quận 1,300/34/51a - kp4 – bình thuận – quận 7 – hồ chí minh,500123255,2023-02-14,2024-03-25,77,,,Phường Bình Thuận,Quận 7,Hồ Chí Minh,True,
40828060,hồ chí minh,quận 1,"21 nguyễn đăng giai, phường thảo điền, quận 2, tp. hcm",200009529,2022-06-21,2023-06-16,63922,22,Đường Nguyễn Đăng Giai,Phường Thảo Điền,Thủ Đức,Hồ Chí Minh,True,Đường Nguyễn Đăng Giai
53821055,hồ chí minh,quận 1,"331 lê văn sỹ, phường 1, tân bình, hồ chí minh",500384382,2023-11-17,2025-01-16,15,331,Đường Lê Văn Sỹ,Phường 1,Quận Tân Bình,Hồ Chí Minh,True,Đường Lê Văn Sỹ
15505828,hồ chí minh,quận 1,"bản hat xan, huyện saysetha, tỉnh attapeu, lào",761759,2020-09-17,2023-10-24,9,,,,,,True,
9311026,hồ chí minh,quận 1,"135/12 trần hưng đạo, phường cầu ông lãnh, quận 1, tp hồ chí minh.",553616,2019-11-13,2024-05-15,9,135/1,Hẻm 135 Trần Hưng Đạo,Phường Cầu Ông Lãnh,Quận 1,Hồ Chí Minh,True,Đường Trần Hưng Đạo
21160345,hồ chí minh,quận 1,"osakashi,nishinariku,hanazonocho 2-3-10.",850719,2021-01-14,2023-04-11,3949,10,,,紋別市,,True,
1840475,hồ chí minh,quận 1,".457/23 trần hưng đạo, phường cầu kho, quận 1",223730,,2019-07-24,15,457/TK4/6,Hẻm 457 Trần Hưng Đạo,Phường Cầu Kho,Quận 1,Hồ Chí Minh,True,Đường Trần Hưng Đạo
46877903,hồ chí minh,quận 1,"ấp thạnh hiệp, xã thạnh bắc, huyện tân biên, tỉnh tây ninh",500100311,2023-02-08,2025-05-03,9,,,Xã Thạnh Bắc,Huyện Tân Biên,Tây Ninh,True,
43740890,hồ chí minh,quận 1,"27b nguyễn đình chiểu, phường đa kao, quận 1 tp hồ chí minh",1487211,2022-09-30,2024-09-29,3472,27B,Đường Nguyễn Đình Chiểu,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Đình Chiểu
12899608,hồ chí minh,quận 1,"49 đinh tiên hoàng, p. đa kao",200013406,2023-04-03,2024-03-29,Nails Mi,49,Đường Đinh Tiên Hoàng,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Đinh Tiên Hoàng
14720970,hồ chí minh,quận 1,"122/6 trần đình xu, phường nguyễn cư trinh, quận 1, tp. hcm",744149,2020-08-14,2021-08-17,3949,122/5,Hẻm 122 Trần Đình Xu,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True,Đường Trần Đình Xu
1983252,hồ chí minh,quận 1,"391 trần hưng đạo, phường cầu kho , quận 1 , thành phố hồ chí minh",248858,2018-01-24,2024-03-30,77,391,Đường Trần Hưng Đạo,Phường Cầu Kho,Quận 1,Hồ Chí Minh,True,Đường Trần Hưng Đạo
5198034,hồ chí minh,quận 1,"212b/21e nguyễn trãi, phường nguyễn cư trinh, quận 1, tp hồ chí minh",370765,2018-12-27,2020-06-30,77,212B/203,Đường Nguyễn Trãi,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Trãi
50426900,hồ chí minh,quận 1,"17/7q mỹ hòa 1, trung chánh, hóc môn, hồ chí minh",500220233,2023-05-23,2028-05-30,15,,Đường Ấp Mỹ Hòa 1,Xã Trung Chánh,Huyện Hóc Môn,Hồ Chí Minh,True,Đường Ấp Mỹ Hòa 1
45563970,hồ chí minh,quận 1,"18 kha vạn cân,dĩ an , bình dương",500048729,2022-12-13,2024-02-12,77,18,Đường Kha Vạn Cân,Phường An Bình,Dĩ An,Bình Dương,True,Đường Kha Vạn Cân
48048371,hồ chí minh,quận 1,"1 bàu bàng, phường 13, quận tân bình, thành phố hồ chí minh, việt nam",500143260,2023-02-28,2025-02-28,Quán ăn,1,Đường Bàu Bàng,Phường 13,Quận Tân Bình,Hồ Chí Minh,True,Đường Bàu Bàng
954601,hồ chí minh,quận 1,"33/4 lý văn phức, p. tân định, q.1",144163,,2018-05-31,69,33/4,Hẻm 33 Đường Lý Văn Phức,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Lý Văn Phức
242353,hồ chí minh,quận 1,507/1 nhat tao - q10,67968,,2017-12-01,63,,,,,,True,
2719689,hồ chí minh,quận 1,"thị trấn ia ly, huyện chư păh, tỉnh gia lai",500340908,2023-09-30,2024-09-30,9,,,Thị Trấn Ia Ly,Huyện Chư Păh,Gia Lai,True,
50688792,hồ chí minh,quận 1,"176/6 tx25, thạnh xuân, q12, hồ chí minh",500305111,2023-08-26,2024-08-26,63,,,,Quận 12,Hồ Chí Minh,True,
45763080,hồ chí minh,quận 1,"sm coffee, gò sao, quận 12, thành phố hồ chí minh,",500070314,2022-12-19,2024-06-15,3949,,,,Quận 12,Hồ Chí Minh,True,
50694416,hồ chí minh,quận 1,"số 863 phạm văn bạch, p.12, q. gò vấp, tp. hồ chí minh",500228396,2023-05-26,2025-06-05,Trà sữa/Đồ uống,863,Đường Phạm Văn Bạch,Phường 12,Quận Gò Vấp,Hồ Chí Minh,True,Đường Phạm Văn Bạch
36641238,hồ chí minh,quận 1,"36 tôn thất hiệp, bến nghé, quận 1, hcm",1292223,2022-04-15,2024-07-12,3949,36,Đường Tôn Thất Thiệp,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Tôn Thất Thiệp
6307673,hồ chí minh,quận 1,"p.403, 140 nguyễn văn thủ, phường đa kao, quận 1, thành phố hồ chí minh, việt nam",427244,2019-04-27,2020-04-27,63,134,Đường Nguyễn Văn Thủ,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Văn Thủ
51092364,hồ chí minh,quận 1,hồng phong- thanh miện- hải dương,500231042,2023-06-15,2024-06-08,67,,,Xã Hồng Phong,Huyện Thanh Miện,Hải Dương,True,
5321329,hồ chí minh,quận 1,"61-63 hồ hảo hớn, phường cô giang, quận 1, hồ chí minh",377201,2019-01-25,2020-03-02,61,61,Đường Hồ Hảo Hớn,Phường Cô Giang,Quận 1,Hồ Chí Minh,True,Đường Hồ Hảo Hớn
26282755,hồ chí minh,quận 1,"22 tân cảng, phường 25, quận bình thạnh, tp. hồ chí minh",500093716,2022-12-30,2024-12-30,77,22,Đường Tân Cảng,Phường 25,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Tân Cảng
1098024,hồ chí minh,quận 1,"10b cách mạng tháng tám, phường bến thành, q1, tp hcm, vn",154930,,2019-04-07,77,10B,Đường Cách Mạng Tháng 8,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Cách Mạng Tháng 8
56445970,hồ chí minh,quận 1,"278 bùi viện, phạm ngũ lão, quận1, hồ chí minh",500424342,2023-11-15,2024-12-30,63,276,Đường Bùi Viện,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Bùi Viện
